x,vx,y,vy
3.216587092733077498e+02,5.761652690159768042e+01,2.986057272700310250e+02,5.646799183332499439e+01
3.253530796931590316e+02,5.819929376857650993e+01,3.039725961909701937e+02,5.736332508292274923e+01
3.302242737285957332e+02,5.888504938224182439e+01,3.100544616334412922e+02,5.806640846303684356e+01
3.396661928498416501e+02,5.934028411110708134e+01,3.148929452322190059e+02,5.887701480324198400e+01
3.438097909821362350e+02,5.998807984386424152e+01,3.196693045054194044e+02,5.973142091792933428e+01
3.500828546601779863e+02,6.067313953399101223e+01,3.269598912170682752e+02,6.059008289217992171e+01
3.545336987615629027e+02,6.126130621070164750e+01,3.340843632803915852e+02,6.126278813665143730e+01
3.613104279423611160e+02,6.176246261031159435e+01,3.377039500105792627e+02,6.209130259519947970e+01
3.688688641996467368e+02,6.241679052050172061e+01,3.457384049301265350e+02,6.298085917479924944e+01
3.752300966850758073e+02,6.309976906334846802e+01,3.504370064298727243e+02,6.375225206246096832e+01
3.830803464229559268e+02,6.352510860410124138e+01,3.600104403571295961e+02,6.447599178445950940e+01
3.871258466745399573e+02,6.417059671147129052e+01,3.633554959447123451e+02,6.538080903294253687e+01
3.911934734314240245e+02,6.474206718418479056e+01,3.695314048151839188e+02,6.607043971950106709e+01
